FILE NAME                 | TIER TYPE       | START TIME (sec)   | END TIME (sec)     | TEXT / SOUND   
7F1k.TextGrid             | WORDS           | 0.5300             | 0.8800             | has            
7F1k.TextGrid             | WORDS           | 0.8800             | 1.1500             | to             
7F1k.TextGrid             | PHONES          | 0.2800             | 0.4000             | HH             
7F1k.TextGrid             | PHONES          | 0.4000             | 0.5300             | IY1            
7F1k.TextGrid             | PHONES          | 0.5300             | 0.6400             | HH             
7F1k.TextGrid             | PHONES          | 0.6400             | 0.7500             | AE1            
7F1k.TextGrid             | PHONES          | 0.7500             | 0.8800             | Z              
7F1k.TextGrid             | PHONES          | 0.8800             | 0.9700             | T              
7F1k.TextGrid             | PHONES          | 0.9700             | 1.1500             | UW1            


7FOn.TextGrid             | WORDS           | 0.4300             | 0.9900             | ben            
7FOn.TextGrid             | PHONES          | 0.4300             | 0.4700             | B              
7FOn.TextGrid             | PHONES          | 0.4700             | 0.5900             | EH1            
7FOn.TextGrid             | PHONES          | 0.5900             | 0.9900             | N              


7Ita.TextGrid             | WORDS           | 0.1200             | 0.4100             | they           
7Ita.TextGrid             | WORDS           | 0.4100             | 0.6400             | will           
7Ita.TextGrid             | WORDS           | 0.6400             | 0.8100             | give           
7Ita.TextGrid             | WORDS           | 0.8100             | 0.9500             | it             
7Ita.TextGrid             | WORDS           | 0.9500             | 1.2700             | away           
7Ita.TextGrid             | PHONES          | 0.1200             | 0.2700             | DH             
7Ita.TextGrid             | PHONES          | 0.2700             | 0.4100             | EY1            
7Ita.TextGrid             | PHONES          | 0.4100             | 0.4800             | W              
7Ita.TextGrid             | PHONES          | 0.4800             | 0.5300             | IH1            
7Ita.TextGrid             | PHONES          | 0.5300             | 0.6400             | L              
7Ita.TextGrid             | PHONES          | 0.6400             | 0.7100             | G              
7Ita.TextGrid             | PHONES          | 0.7100             | 0.7700             | IH1            
7Ita.TextGrid             | PHONES          | 0.7700             | 0.8100             | V              
7Ita.TextGrid             | PHONES          | 0.8100             | 0.8900             | IH0            
7Ita.TextGrid             | PHONES          | 0.8900             | 0.9500             | T              
7Ita.TextGrid             | PHONES          | 0.9500             | 1.0300             | AH0            
7Ita.TextGrid             | PHONES          | 1.0300             | 1.0800             | W              
7Ita.TextGrid             | PHONES          | 1.0800             | 1.2700             | EY1            


7OAq.TextGrid             | WORDS           | 0.4100             | 0.8000             | tie            
7OAq.TextGrid             | PHONES          | 0.4100             | 0.4400             | T              
7OAq.TextGrid             | PHONES          | 0.4400             | 0.8000             | AY1            


7Rc5.TextGrid             | WORDS           | 0.3900             | 0.9000             | we             
7Rc5.TextGrid             | PHONES          | 0.3900             | 0.5300             | W              
7Rc5.TextGrid             | PHONES          | 0.5300             | 0.9000             | IY1            


7Vde.TextGrid             | WORDS           | 0.5900             | 0.9700             | thumb          
7Vde.TextGrid             | PHONES          | 0.5900             | 0.6700             | TH             
7Vde.TextGrid             | PHONES          | 0.6700             | 0.7900             | AH1            
7Vde.TextGrid             | PHONES          | 0.7900             | 0.9700             | M              


7WKw.TextGrid             | WORDS           | 0.3400             | 0.4500             | the            
7WKw.TextGrid             | WORDS           | 0.4500             | 1.0700             | invasion       
7WKw.TextGrid             | WORDS           | 1.0700             | 1.4800             | created        
7WKw.TextGrid             | WORDS           | 1.4800             | 1.9000             | division       
7WKw.TextGrid             | WORDS           | 1.9000             | 2.1700             | among          
7WKw.TextGrid             | WORDS           | 2.1700             | 2.2600             | the            
7WKw.TextGrid             | WORDS           | 2.2600             | 2.7100             | people         
7WKw.TextGrid             | PHONES          | 0.3400             | 0.3800             | DH             
7WKw.TextGrid             | PHONES          | 0.3800             | 0.4500             | AH0            
7WKw.TextGrid             | PHONES          | 0.4500             | 0.5900             | IH0            
7WKw.TextGrid             | PHONES          | 0.5900             | 0.6800             | N              
7WKw.TextGrid             | PHONES          | 0.6800             | 0.7100             | V              
7WKw.TextGrid             | PHONES          | 0.7100             | 0.8300             | EY1            
7WKw.TextGrid             | PHONES          | 0.8300             | 0.9000             | ZH             
7WKw.TextGrid             | PHONES          | 0.9000             | 0.9700             | AH0            
7WKw.TextGrid             | PHONES          | 0.9700             | 1.0700             | N              
7WKw.TextGrid             | PHONES          | 1.0700             | 1.1300             | K              
7WKw.TextGrid             | PHONES          | 1.1300             | 1.2100             | R              
7WKw.TextGrid             | PHONES          | 1.2100             | 1.2600             | IY0            
7WKw.TextGrid             | PHONES          | 1.2600             | 1.3100             | EY1            
7WKw.TextGrid             | PHONES          | 1.3100             | 1.3700             | T              
7WKw.TextGrid             | PHONES          | 1.3700             | 1.4300             | IH0            
7WKw.TextGrid             | PHONES          | 1.4300             | 1.4800             | D              
7WKw.TextGrid             | PHONES          | 1.4800             | 1.5200             | D              
7WKw.TextGrid             | PHONES          | 1.5200             | 1.5700             | IH0            
7WKw.TextGrid             | PHONES          | 1.5700             | 1.6400             | V              
7WKw.TextGrid             | PHONES          | 1.6400             | 1.6900             | IH1            
7WKw.TextGrid             | PHONES          | 1.6900             | 1.7800             | ZH             
7WKw.TextGrid             | PHONES          | 1.7800             | 1.8400             | AH0            
7WKw.TextGrid             | PHONES          | 1.8400             | 1.9000             | N              
7WKw.TextGrid             | PHONES          | 1.9000             | 1.9600             | AH0            
7WKw.TextGrid             | PHONES          | 1.9600             | 2.0300             | M              
7WKw.TextGrid             | PHONES          | 2.0300             | 2.0800             | AH1            
7WKw.TextGrid             | PHONES          | 2.0800             | 2.1700             | NG             
7WKw.TextGrid             | PHONES          | 2.1700             | 2.2200             | DH             
7WKw.TextGrid             | PHONES          | 2.2200             | 2.2600             | AH0            
7WKw.TextGrid             | PHONES          | 2.2600             | 2.3500             | P              
7WKw.TextGrid             | PHONES          | 2.3500             | 2.4500             | IY1            
7WKw.TextGrid             | PHONES          | 2.4500             | 2.5300             | P              
7WKw.TextGrid             | PHONES          | 2.5300             | 2.5700             | AH0            
7WKw.TextGrid             | PHONES          | 2.5700             | 2.7100             | L              


7aRS.TextGrid             | WORDS           | 0.5200             | 0.9300             | cab            
7aRS.TextGrid             | PHONES          | 0.5200             | 0.5800             | K              
7aRS.TextGrid             | PHONES          | 0.5800             | 0.7800             | AE1            
7aRS.TextGrid             | PHONES          | 0.7800             | 0.9300             | B              


7gZw.TextGrid             | WORDS           | 0.3100             | 0.8400             | ears           
7gZw.TextGrid             | PHONES          | 0.3100             | 0.4300             | IY1            
7gZw.TextGrid             | PHONES          | 0.4300             | 0.5700             | R              
7gZw.TextGrid             | PHONES          | 0.5700             | 0.8400             | Z              


7gg2.TextGrid             | WORDS           | 0.2900             | 0.6000             | whats          
7gg2.TextGrid             | WORDS           | 0.6000             | 1.0800             | that           
7gg2.TextGrid             | PHONES          | 0.2900             | 0.4200             | W              
7gg2.TextGrid             | PHONES          | 0.4200             | 0.4700             | AH0            
7gg2.TextGrid             | PHONES          | 0.4700             | 0.5400             | T              
7gg2.TextGrid             | PHONES          | 0.5400             | 0.6000             | S              
7gg2.TextGrid             | PHONES          | 0.6000             | 0.7100             | DH             
7gg2.TextGrid             | PHONES          | 0.7100             | 0.8500             | AE1            
7gg2.TextGrid             | PHONES          | 0.8500             | 1.0800             | T              


7hN3.TextGrid             | WORDS           | 0.3700             | 0.4700             | youre          
7hN3.TextGrid             | WORDS           | 0.4700             | 0.8100             | joking         
7hN3.TextGrid             | WORDS           | 0.8100             | 1.1400             | sir            
7hN3.TextGrid             | WORDS           | 1.1900             | 1.3600             | of             
7hN3.TextGrid             | WORDS           | 1.3600             | 1.7400             | course         
7hN3.TextGrid             | WORDS           | 1.8600             | 1.9300             | i              
7hN3.TextGrid             | WORDS           | 1.9300             | 2.3300             | naturally      
7hN3.TextGrid             | WORDS           | 2.3300             | 2.6000             | assume         
7hN3.TextGrid             | WORDS           | 2.6000             | 2.7100             | your           
7hN3.TextGrid             | WORDS           | 2.7100             | 2.9600             | cheque         
7hN3.TextGrid             | WORDS           | 2.9600             | 3.0600             | is             
7hN3.TextGrid             | WORDS           | 3.0600             | 3.2500             | good           
7hN3.TextGrid             | PHONES          | 0.3700             | 0.4100             | Y              
7hN3.TextGrid             | PHONES          | 0.4100             | 0.4400             | UH1            
7hN3.TextGrid             | PHONES          | 0.4400             | 0.4700             | R              
7hN3.TextGrid             | PHONES          | 0.4700             | 0.5400             | JH             
7hN3.TextGrid             | PHONES          | 0.5400             | 0.6400             | OW1            
7hN3.TextGrid             | PHONES          | 0.6400             | 0.6900             | K              
7hN3.TextGrid             | PHONES          | 0.6900             | 0.7300             | IH0            
7hN3.TextGrid             | PHONES          | 0.7300             | 0.8100             | NG             
7hN3.TextGrid             | PHONES          | 0.8100             | 0.9400             | S              
7hN3.TextGrid             | PHONES          | 0.9400             | 1.1400             | ER1            
7hN3.TextGrid             | PHONES          | 1.1900             | 1.2600             | AH1            
7hN3.TextGrid             | PHONES          | 1.2600             | 1.3600             | V              
7hN3.TextGrid             | PHONES          | 1.3600             | 1.4400             | K              
7hN3.TextGrid             | PHONES          | 1.4400             | 1.5000             | AO1            
7hN3.TextGrid             | PHONES          | 1.5000             | 1.5600             | R              
7hN3.TextGrid             | PHONES          | 1.5600             | 1.7400             | S              
7hN3.TextGrid             | PHONES          | 1.8600             | 1.9300             | AY1            
7hN3.TextGrid             | PHONES          | 1.9300             | 2.0000             | N              
7hN3.TextGrid             | PHONES          | 2.0000             | 2.0900             | AE1            
7hN3.TextGrid             | PHONES          | 2.0900             | 2.1800             | CH             
7hN3.TextGrid             | PHONES          | 2.1800             | 2.2200             | R              
7hN3.TextGrid             | PHONES          | 2.2200             | 2.2500             | AH0            
7hN3.TextGrid             | PHONES          | 2.2500             | 2.2900             | L              
7hN3.TextGrid             | PHONES          | 2.2900             | 2.3300             | IY0            
7hN3.TextGrid             | PHONES          | 2.3300             | 2.4100             | AH0            
7hN3.TextGrid             | PHONES          | 2.4100             | 2.4800             | S              
7hN3.TextGrid             | PHONES          | 2.4800             | 2.5500             | UW1            
7hN3.TextGrid             | PHONES          | 2.5500             | 2.6000             | M              
7hN3.TextGrid             | PHONES          | 2.6000             | 2.6500             | Y              
7hN3.TextGrid             | PHONES          | 2.6500             | 2.6800             | UH1            
7hN3.TextGrid             | PHONES          | 2.6800             | 2.7100             | R              
7hN3.TextGrid             | PHONES          | 2.7100             | 2.8100             | CH             
7hN3.TextGrid             | PHONES          | 2.8100             | 2.8700             | EH2            
7hN3.TextGrid             | PHONES          | 2.8700             | 2.9600             | K              
7hN3.TextGrid             | PHONES          | 2.9600             | 3.0000             | IH0            
7hN3.TextGrid             | PHONES          | 3.0000             | 3.0600             | Z              
7hN3.TextGrid             | PHONES          | 3.0600             | 3.1400             | G              
7hN3.TextGrid             | PHONES          | 3.1400             | 3.1800             | UH1            
7hN3.TextGrid             | PHONES          | 3.1800             | 3.2500             | D              


7kYI.TextGrid             | WORDS           | 0.3900             | 0.5800             | my             
7kYI.TextGrid             | WORDS           | 0.5800             | 1.1200             | surprise       
7kYI.TextGrid             | WORDS           | 1.1200             | 1.5500             | parcel         
7kYI.TextGrid             | WORDS           | 1.5500             | 2.1000             | disappeared    
7kYI.TextGrid             | PHONES          | 0.3900             | 0.4600             | M              
7kYI.TextGrid             | PHONES          | 0.4600             | 0.5800             | AY1            
7kYI.TextGrid             | PHONES          | 0.5800             | 0.7100             | S              
7kYI.TextGrid             | PHONES          | 0.7100             | 0.7600             | AH0            
7kYI.TextGrid             | PHONES          | 0.7600             | 0.8700             | P              
7kYI.TextGrid             | PHONES          | 0.8700             | 0.9100             | R              
7kYI.TextGrid             | PHONES          | 0.9100             | 1.0200             | AY1            
7kYI.TextGrid             | PHONES          | 1.0200             | 1.1200             | Z              
7kYI.TextGrid             | PHONES          | 1.1200             | 1.2400             | P              
7kYI.TextGrid             | PHONES          | 1.2400             | 1.3000             | AA1            
7kYI.TextGrid             | PHONES          | 1.3000             | 1.3400             | R              
7kYI.TextGrid             | PHONES          | 1.3400             | 1.4300             | S              
7kYI.TextGrid             | PHONES          | 1.4300             | 1.5000             | AH0            
7kYI.TextGrid             | PHONES          | 1.5000             | 1.5500             | L              
7kYI.TextGrid             | PHONES          | 1.5500             | 1.5800             | D              
7kYI.TextGrid             | PHONES          | 1.5800             | 1.6300             | IH2            
7kYI.TextGrid             | PHONES          | 1.6300             | 1.7400             | S              
7kYI.TextGrid             | PHONES          | 1.7400             | 1.7800             | AH0            
7kYI.TextGrid             | PHONES          | 1.7800             | 1.8900             | P              
7kYI.TextGrid             | PHONES          | 1.8900             | 1.9700             | IH1            
7kYI.TextGrid             | PHONES          | 1.9700             | 2.0500             | R              
7kYI.TextGrid             | PHONES          | 2.0500             | 2.1000             | D              


7mXR.TextGrid             | WORDS           | 0.3100             | 0.9400             | interest       
7mXR.TextGrid             | PHONES          | 0.3100             | 0.3600             | IH1            
7mXR.TextGrid             | PHONES          | 0.3600             | 0.4400             | N              
7mXR.TextGrid             | PHONES          | 0.4400             | 0.5200             | T              
7mXR.TextGrid             | PHONES          | 0.5200             | 0.5600             | R              
7mXR.TextGrid             | PHONES          | 0.5600             | 0.6400             | AH0            
7mXR.TextGrid             | PHONES          | 0.6400             | 0.7700             | S              
7mXR.TextGrid             | PHONES          | 0.7700             | 0.9400             | T              


7ndC.TextGrid             | WORDS           | 0.3900             | 0.7300             | rib            
7ndC.TextGrid             | PHONES          | 0.3900             | 0.4600             | R              
7ndC.TextGrid             | PHONES          | 0.4600             | 0.6300             | IH1            
7ndC.TextGrid             | PHONES          | 0.6300             | 0.7300             | B              


7pdl.TextGrid             | WORDS           | 0.3000             | 0.6800             | fools          
7pdl.TextGrid             | WORDS           | 0.6800             | 1.0200             | he             
7pdl.TextGrid             | WORDS           | 1.0200             | 1.4000             | bayed          
7pdl.TextGrid             | WORDS           | 1.5600             | 2.0800             | what           
7pdl.TextGrid             | WORDS           | 2.0800             | 2.1700             | do             
7pdl.TextGrid             | WORDS           | 2.1700             | 2.3100             | you            
7pdl.TextGrid             | WORDS           | 2.3100             | 2.6100             | think          
7pdl.TextGrid             | WORDS           | 2.6100             | 2.6900             | you            
7pdl.TextGrid             | WORDS           | 2.6900             | 2.7400             | are            
7pdl.TextGrid             | WORDS           | 2.7400             | 3.0800             | doing          
7pdl.TextGrid             | PHONES          | 0.3000             | 0.4100             | F              
7pdl.TextGrid             | PHONES          | 0.4100             | 0.5800             | UW1            
7pdl.TextGrid             | PHONES          | 0.5800             | 0.6100             | L              
7pdl.TextGrid             | PHONES          | 0.6100             | 0.6800             | Z              
7pdl.TextGrid             | PHONES          | 0.6800             | 0.9300             | HH             
7pdl.TextGrid             | PHONES          | 0.9300             | 1.0200             | IY1            
7pdl.TextGrid             | PHONES          | 1.0200             | 1.1200             | B              
7pdl.TextGrid             | PHONES          | 1.1200             | 1.2800             | EY1            
7pdl.TextGrid             | PHONES          | 1.2800             | 1.4000             | D              
7pdl.TextGrid             | PHONES          | 1.5600             | 1.6000             | HH             
7pdl.TextGrid             | PHONES          | 1.6000             | 1.7100             | W              
7pdl.TextGrid             | PHONES          | 1.7100             | 1.7700             | AH1            
7pdl.TextGrid             | PHONES          | 1.7700             | 2.0800             | T              
7pdl.TextGrid             | PHONES          | 2.0800             | 2.1400             | D              
7pdl.TextGrid             | PHONES          | 2.1400             | 2.1700             | UW1            
7pdl.TextGrid             | PHONES          | 2.1700             | 2.2000             | Y              
7pdl.TextGrid             | PHONES          | 2.2000             | 2.3100             | UW1            
7pdl.TextGrid             | PHONES          | 2.3100             | 2.4200             | TH             
7pdl.TextGrid             | PHONES          | 2.4200             | 2.4600             | IH1            
7pdl.TextGrid             | PHONES          | 2.4600             | 2.5400             | NG             
7pdl.TextGrid             | PHONES          | 2.5400             | 2.6100             | K              
7pdl.TextGrid             | PHONES          | 2.6100             | 2.6500             | Y              
7pdl.TextGrid             | PHONES          | 2.6500             | 2.6900             | UW1            
7pdl.TextGrid             | PHONES          | 2.6900             | 2.7400             | ER0            
7pdl.TextGrid             | PHONES          | 2.7400             | 2.7900             | D              
7pdl.TextGrid             | PHONES          | 2.7900             | 2.8700             | UW1            
7pdl.TextGrid             | PHONES          | 2.8700             | 2.9600             | IH0            
7pdl.TextGrid             | PHONES          | 2.9600             | 3.0800             | NG             


7sCl.TextGrid             | WORDS           | 0.4300             | 0.6400             | he             
7sCl.TextGrid             | WORDS           | 0.6400             | 1.3300             | insisted       
7sCl.TextGrid             | WORDS           | 1.4800             | 1.6400             | they           
7sCl.TextGrid             | WORDS           | 1.6400             | 1.9600             | invite         
7sCl.TextGrid             | WORDS           | 1.9600             | 2.2100             | lily           
7sCl.TextGrid             | WORDS           | 2.2100             | 2.3200             | to             
7sCl.TextGrid             | WORDS           | 2.3200             | 2.4500             | the            
7sCl.TextGrid             | WORDS           | 2.4500             | 3.0800             | institute      
7sCl.TextGrid             | PHONES          | 0.4300             | 0.4700             | HH             
7sCl.TextGrid             | PHONES          | 0.4700             | 0.6400             | IY1            
7sCl.TextGrid             | PHONES          | 0.6400             | 0.6800             | IH0            
7sCl.TextGrid             | PHONES          | 0.6800             | 0.7700             | N              
7sCl.TextGrid             | PHONES          | 0.7700             | 0.8800             | S              
7sCl.TextGrid             | PHONES          | 0.8800             | 0.9200             | IH1            
7sCl.TextGrid             | PHONES          | 0.9200             | 1.0200             | S              
7sCl.TextGrid             | PHONES          | 1.0200             | 1.1200             | T              
7sCl.TextGrid             | PHONES          | 1.1200             | 1.1600             | IH0            
7sCl.TextGrid             | PHONES          | 1.1600             | 1.3300             | D              
7sCl.TextGrid             | PHONES          | 1.4800             | 1.5400             | DH             
7sCl.TextGrid             | PHONES          | 1.5400             | 1.6400             | EY1            
7sCl.TextGrid             | PHONES          | 1.6400             | 1.7000             | IH0            
7sCl.TextGrid             | PHONES          | 1.7000             | 1.7900             | N              
7sCl.TextGrid             | PHONES          | 1.7900             | 1.8300             | V              
7sCl.TextGrid             | PHONES          | 1.8300             | 1.9100             | AY1            
7sCl.TextGrid             | PHONES          | 1.9100             | 1.9600             | T              
7sCl.TextGrid             | PHONES          | 1.9600             | 2.0200             | L              
7sCl.TextGrid             | PHONES          | 2.0200             | 2.0700             | IH1            
7sCl.TextGrid             | PHONES          | 2.0700             | 2.1300             | L              
7sCl.TextGrid             | PHONES          | 2.1300             | 2.2100             | IY0            
7sCl.TextGrid             | PHONES          | 2.2100             | 2.2700             | T              
7sCl.TextGrid             | PHONES          | 2.2700             | 2.3200             | IH0            
7sCl.TextGrid             | PHONES          | 2.3200             | 2.3700             | DH             
7sCl.TextGrid             | PHONES          | 2.3700             | 2.4500             | AH0            
7sCl.TextGrid             | PHONES          | 2.4500             | 2.4800             | IH1            
7sCl.TextGrid             | PHONES          | 2.4800             | 2.5600             | N              
7sCl.TextGrid             | PHONES          | 2.5600             | 2.6400             | S              
7sCl.TextGrid             | PHONES          | 2.6400             | 2.6700             | T              
7sCl.TextGrid             | PHONES          | 2.6700             | 2.7100             | AH0            
7sCl.TextGrid             | PHONES          | 2.7100             | 2.7900             | T              
7sCl.TextGrid             | PHONES          | 2.7900             | 2.9100             | UW2            
7sCl.TextGrid             | PHONES          | 2.9100             | 3.0800             | T              


81vO.TextGrid             | WORDS           | 0.2300             | 0.4500             | you            
81vO.TextGrid             | WORDS           | 0.4500             | 0.6900             | have           
81vO.TextGrid             | WORDS           | 0.6900             | 1.0600             | broken         
81vO.TextGrid             | WORDS           | 1.0600             | 1.3500             | it             
81vO.TextGrid             | PHONES          | 0.2300             | 0.3400             | Y              
81vO.TextGrid             | PHONES          | 0.3400             | 0.4500             | UW1            
81vO.TextGrid             | PHONES          | 0.4500             | 0.5100             | HH             
81vO.TextGrid             | PHONES          | 0.5100             | 0.6000             | AE1            
81vO.TextGrid             | PHONES          | 0.6000             | 0.6900             | V              
81vO.TextGrid             | PHONES          | 0.6900             | 0.7400             | B              
81vO.TextGrid             | PHONES          | 0.7400             | 0.8000             | R              
81vO.TextGrid             | PHONES          | 0.8000             | 0.9100             | OW1            
81vO.TextGrid             | PHONES          | 0.9100             | 0.9800             | K              
81vO.TextGrid             | PHONES          | 0.9800             | 1.0200             | AH0            
81vO.TextGrid             | PHONES          | 1.0200             | 1.0600             | N              
81vO.TextGrid             | PHONES          | 1.0600             | 1.1400             | IH0            
81vO.TextGrid             | PHONES          | 1.1400             | 1.3500             | T              


821e.TextGrid             | WORDS           | 0.4700             | 1.0500             | lacking        
821e.TextGrid             | PHONES          | 0.4700             | 0.5700             | L              
821e.TextGrid             | PHONES          | 0.5700             | 0.7100             | AE1            
821e.TextGrid             | PHONES          | 0.7100             | 0.8300             | K              
821e.TextGrid             | PHONES          | 0.8300             | 0.9000             | IH0            
821e.TextGrid             | PHONES          | 0.9000             | 1.0500             | NG             


83Y7.TextGrid             | WORDS           | 0.2400             | 0.7100             | nut            
83Y7.TextGrid             | PHONES          | 0.2400             | 0.3400             | N              
83Y7.TextGrid             | PHONES          | 0.3400             | 0.5600             | AH1            
83Y7.TextGrid             | PHONES          | 0.5600             | 0.7100             | T              


83lH.TextGrid             | WORDS           | 0.9000             | 1.6100             | halve          
83lH.TextGrid             | PHONES          | 0.9000             | 1.0200             | HH             
83lH.TextGrid             | PHONES          | 1.0200             | 1.3000             | AE1            
83lH.TextGrid             | PHONES          | 1.3000             | 1.6100             | V              


86yH.TextGrid             | WORDS           | 0.3300             | 0.4700             | is             
86yH.TextGrid             | WORDS           | 0.4700             | 0.6400             | there          
86yH.TextGrid             | WORDS           | 0.6400             | 1.0200             | anything       
86yH.TextGrid             | WORDS           | 1.0200             | 1.2500             | else           
86yH.TextGrid             | WORDS           | 1.2500             | 1.3200             | you            
86yH.TextGrid             | WORDS           | 1.3200             | 1.5000             | need           
86yH.TextGrid             | WORDS           | 1.5000             | 1.7900             | sir            
86yH.TextGrid             | WORDS           | 1.8800             | 2.3100             | ties           
86yH.TextGrid             | WORDS           | 2.3100             | 2.7000             | socks          
86yH.TextGrid             | WORDS           | 2.7800             | 3.2400             | vests          
86yH.TextGrid             | PHONES          | 0.3300             | 0.4100             | IH1            
86yH.TextGrid             | PHONES          | 0.4100             | 0.4700             | Z              
86yH.TextGrid             | PHONES          | 0.4700             | 0.5000             | DH             
86yH.TextGrid             | PHONES          | 0.5000             | 0.5800             | EH1            
86yH.TextGrid             | PHONES          | 0.5800             | 0.6400             | R              
86yH.TextGrid             | PHONES          | 0.6400             | 0.6800             | EH1            
86yH.TextGrid             | PHONES          | 0.6800             | 0.7400             | N              
86yH.TextGrid             | PHONES          | 0.7400             | 0.7900             | IY0            
86yH.TextGrid             | PHONES          | 0.7900             | 0.8700             | TH             
86yH.TextGrid             | PHONES          | 0.8700             | 0.9000             | IH2            
86yH.TextGrid             | PHONES          | 0.9000             | 1.0200             | NG             
86yH.TextGrid             | PHONES          | 1.0200             | 1.0900             | EH1            
86yH.TextGrid             | PHONES          | 1.0900             | 1.1500             | L              
86yH.TextGrid             | PHONES          | 1.1500             | 1.2500             | S              
86yH.TextGrid             | PHONES          | 1.2500             | 1.2800             | Y              
86yH.TextGrid             | PHONES          | 1.2800             | 1.3200             | UW1            
86yH.TextGrid             | PHONES          | 1.3200             | 1.3500             | N              
86yH.TextGrid             | PHONES          | 1.3500             | 1.4400             | IY1            
86yH.TextGrid             | PHONES          | 1.4400             | 1.5000             | D              
86yH.TextGrid             | PHONES          | 1.5000             | 1.6100             | S              
86yH.TextGrid             | PHONES          | 1.6100             | 1.7900             | ER1            
86yH.TextGrid             | PHONES          | 1.8800             | 1.9200             | T              
86yH.TextGrid             | PHONES          | 1.9200             | 2.1300             | AY1            
86yH.TextGrid             | PHONES          | 2.1300             | 2.3100             | Z              
86yH.TextGrid             | PHONES          | 2.3100             | 2.3800             | S              
86yH.TextGrid             | PHONES          | 2.3800             | 2.5000             | AA1            
86yH.TextGrid             | PHONES          | 2.5000             | 2.5700             | K              
86yH.TextGrid             | PHONES          | 2.5700             | 2.7000             | S              
86yH.TextGrid             | PHONES          | 2.7800             | 2.8200             | V              
86yH.TextGrid             | PHONES          | 2.8200             | 2.9300             | EH1            
86yH.TextGrid             | PHONES          | 2.9300             | 3.0900             | S              
86yH.TextGrid             | PHONES          | 3.0900             | 3.1400             | T              
86yH.TextGrid             | PHONES          | 3.1400             | 3.2400             | S              


8EQE.TextGrid             | WORDS           | 0.6100             | 1.3000             | bertha         
8EQE.TextGrid             | PHONES          | 0.6100             | 0.7000             | B              
8EQE.TextGrid             | PHONES          | 0.7000             | 0.8700             | ER1            
8EQE.TextGrid             | PHONES          | 0.8700             | 0.9700             | TH             
8EQE.TextGrid             | PHONES          | 0.9700             | 1.3000             | AH0            


8UTa.TextGrid             | WORDS           | 0.1500             | 0.6600             | west           
8UTa.TextGrid             | WORDS           | 0.6600             | 1.2600             | side           
8UTa.TextGrid             | PHONES          | 0.1500             | 0.2700             | W              
8UTa.TextGrid             | PHONES          | 0.2700             | 0.3700             | EH1            
8UTa.TextGrid             | PHONES          | 0.3700             | 0.5000             | S              
8UTa.TextGrid             | PHONES          | 0.5000             | 0.6600             | T              
8UTa.TextGrid             | PHONES          | 0.6600             | 0.7900             | S              
8UTa.TextGrid             | PHONES          | 0.7900             | 1.0000             | AY1            
8UTa.TextGrid             | PHONES          | 1.0000             | 1.2600             | D              


8WHg.TextGrid             | WORDS           | 0.2800             | 0.8300             | led            
8WHg.TextGrid             | PHONES          | 0.2800             | 0.3800             | L              
8WHg.TextGrid             | PHONES          | 0.3800             | 0.4900             | EH1            
8WHg.TextGrid             | PHONES          | 0.4900             | 0.8300             | D              


8YAS.TextGrid             | WORDS           | 0.3900             | 0.5400             | how            
8YAS.TextGrid             | WORDS           | 0.5400             | 0.9600             | extra          
8YAS.TextGrid             | WORDS           | 0.9600             | 1.5100             | ordinary       
8YAS.TextGrid             | PHONES          | 0.3900             | 0.4200             | HH             
8YAS.TextGrid             | PHONES          | 0.4200             | 0.5400             | AW1            
8YAS.TextGrid             | PHONES          | 0.5400             | 0.6700             | EH1            
8YAS.TextGrid             | PHONES          | 0.6700             | 0.7600             | K              
8YAS.TextGrid             | PHONES          | 0.7600             | 0.8200             | S              
8YAS.TextGrid             | PHONES          | 0.8200             | 0.9000             | T              
8YAS.TextGrid             | PHONES          | 0.9000             | 0.9300             | R              
8YAS.TextGrid             | PHONES          | 0.9300             | 0.9600             | AH0            
8YAS.TextGrid             | PHONES          | 0.9600             | 0.9900             | AO1            
8YAS.TextGrid             | PHONES          | 0.9900             | 1.0400             | R              
8YAS.TextGrid             | PHONES          | 1.0400             | 1.0800             | D              
8YAS.TextGrid             | PHONES          | 1.0800             | 1.1100             | AH0            
8YAS.TextGrid             | PHONES          | 1.1100             | 1.1900             | N              
8YAS.TextGrid             | PHONES          | 1.1900             | 1.2500             | EH2            
8YAS.TextGrid             | PHONES          | 1.2500             | 1.3400             | R              
8YAS.TextGrid             | PHONES          | 1.3400             | 1.5100             | IY0            


8ZAs.TextGrid             | WORDS           | 0.4500             | 0.9000             | pool           
8ZAs.TextGrid             | PHONES          | 0.4500             | 0.4900             | P              
8ZAs.TextGrid             | PHONES          | 0.4900             | 0.8400             | UW1            
8ZAs.TextGrid             | PHONES          | 0.8400             | 0.9000             | L              


8agL.TextGrid             | WORDS           | 0.1600             | 0.3100             | the            
8agL.TextGrid             | WORDS           | 0.3100             | 0.6600             | rag            
8agL.TextGrid             | WORDS           | 0.6600             | 0.9000             | was            
8agL.TextGrid             | WORDS           | 0.9000             | 1.2900             | oily           
8agL.TextGrid             | PHONES          | 0.1600             | 0.2300             | DH             
8agL.TextGrid             | PHONES          | 0.2300             | 0.3100             | AH0            
8agL.TextGrid             | PHONES          | 0.3100             | 0.3600             | R              
